Date,Gold,Silver,Platinum
1988/02/05,440.363,6.3371,455
1988/02/08,440.129,6.4081,453.7
1988/02/09,441.923,6.3785,458.5
1988/02/10,440.909,6.3075,454.2
1988/02/11,440.129,6.2673,482
1988/02/12,445.431,6.2886,476
1988/02/15,445.041,6.2993,471.2
1988/02/16,444.651,6.369,477
1988/02/17,446.21,6.3489,477
1988/02/18,442.702,6.3584,477
1988/02/19,445.041,6.4282,478
1988/02/22,444.417,6.3288,488.7
1988/02/23,441.299,6.3891,487
1988/02/24,431.943,6.3986,476
1988/02/25,432.957,6.2886,489.7
1988/02/26,429.449,6.1893,500.2
1988/02/29,430.228,6.2496,500.2
1988/03/01,430.774,6.1586,499.2
1988/03/02,430.618,6.239,499.5
1988/03/03,427.656,6.2295,509.2
1988/03/04,437.401,6.2189,515.7
1988/03/07,437.245,6.2697,515.7
1988/03/08,435.062,6.3797,508
1988/03/09,436.075,6.3891,506
1988/03/10,442.078,6.2993,518
1988/03/11,441.143,6.2993,525.7
1988/03/14,441.689,6.3797,530.2
1988/03/15,446.21,6.1597,536.2
1988/03/16,445.041,6.239,536.7
1988/03/17,443.638,6.3596,526.7
1988/03/18,444.261,6.3099,523.7
1988/03/21,448.939,6.3099,528
1988/03/22,448.783,6.3596,528
1988/03/23,450.888,6.44,528
1988/03/24,453.227,6.4696,531.2
1988/03/25,452.291,6.5996,531.7
1988/03/28,455.176,6.7297,540.7
1988/03/29,455.02,6.6599,546.2
1988/03/30,456.735,6.6599,531.7
1988/03/31,453.851,6.6989,532.7
1988/04/04,455.41,6.7297,523
1988/04/05,452.058,6.7392,513
1988/04/06,447.38,6.339,520.7
1988/04/07,449.173,6.41,513.5
1988/04/08,450.109,6.6398,521.2
1988/04/11,451.122,6.4293,522.7
1988/04/12,449.953,6.4092,519.7
1988/04/13,446.21,6.4199,518.5
1988/04/14,452.837,6.44,518.7
1988/04/15,454.786,6.3998,516.7
1988/04/18,458.295,6.3194,520.2
1988/04/19,456.969,6.4494,518.7
1988/04/20,455.41,6.4589,524.7
1988/04/21,453.851,6.4199,530
1988/04/22,449.329,6.4494,531.5
1988/04/25,446.99,6.44,540.5
1988/04/26,448.393,6.4494,534.2
1988/04/27,451.122,6.4092,555.2
1988/04/28,449.953,6.3596,557.2
1988/04/29,449.953,6.3891,551.7
1988/05/02,444.417,6.4991,564.2
1988/05/03,445.197,6.4589,563
1988/05/04,444.028,6.4896,572.7
1988/05/05,444.807,6.369,573.7
1988/05/06,442.858,6.369,581.7
1988/05/09,446.6,6.3288,584
1988/05/10,449.329,6.3596,585
1988/05/11,449.173,6.3797,607
1988/05/12,451.278,6.479,614
1988/05/13,451.122,6.5689,606.3
1988/05/16,453.436,6.5594,614.8
1988/05/17,453.436,6.5795,618
1988/05/18,455.443,6.5996,615.8
1988/05/19,455.702,6.5775,581.8
1988/05/20,456.09,6.5374,577
1988/05/23,460.04,6.6759,580
1988/05/24,459.069,6.6066,574
1988/05/25,453.436,6.6759,566.7
1988/05/26,452.788,6.7469,579
1988/05/27,450.328,6.7469,589.3
1988/05/30,452.076,6.5793,580.3
1988/05/31,454.407,6.5957,580.3
1988/06/01,456.673,6.5374,586.3
1988/06/02,466.838,6.5666,571.2
1988/06/03,464.184,6.5957,570
1988/06/06,462.694,6.818,557.7
1988/06/07,458.939,7.2297,561
1988/06/08,455.702,7.2169,570.7
1988/06/09,456.932,7.2679,551.7
1988/06/10,448.839,7.2187,554.7
1988/06/13,449.422,7.0876,562
1988/06/14,450.328,7.1386,558.7
1988/06/15,452.659,6.9783,553.2
1988/06/16,449.681,7.0165,576.2
1988/06/17,454.083,7.0384,573.7
1988/06/20,450.587,7.1185,547.2
1988/06/21,451.429,7.1185,541.7
1988/06/22,449.422,7.2187,544.7
1988/06/23,447.285,7.1696,557.2
1988/06/24,442.947,7.1677,545
1988/06/27,442.947,6.9965,542.7
1988/06/28,437.185,6.9692,543.2
1988/06/29,435.696,6.7888,560.2
1988/06/30,434.919,6.92,557.7
1988/07/01,437.055,6.7396,557.2
1988/07/04,437.185,6.6285,550
1988/07/05,437.832,6.6777,550
1988/07/06,438.415,6.6977,526
1988/07/07,438.933,6.7178,519
1988/07/08,438.415,6.7579,521
1988/07/11,434.53,6.818,530
1988/07/12,436.667,6.9382,525
1988/07/13,439.904,6.9874,530.5
1988/07/14,438.285,6.9382,536.5
1988/07/15,439.904,6.9692,537.5
1988/07/18,437.444,7.1495,525.2
1988/07/19,445.407,7.277,511
1988/07/20,444.177,7.2989,520.7
1988/07/21,441.329,7.1495,527.5
1988/07/22,442.041,7.6796,536.7
1988/07/25,426.826,7.778,525
1988/07/26,432.07,7.7288,536.2
1988/07/27,433.171,7.5886,525
1988/07/28,431.94,7.0493,534.7
1988/07/29,435.696,6.909,537
1988/08/01,434.336,6.9491,537.5
1988/08/02,431.423,6.6996,540
1988/08/03,433.171,6.7997,545.2
1988/08/04,432.782,6.869,549
1988/08/05,431.681,6.6795,541
1988/08/08,430.322,6.8289,534
1988/08/09,427.408,6.8489,526
1988/08/10,428.833,6.8398,527.5
1988/08/11,428.833,6.6795,533.5
1988/08/12,430.905,6.5884,529.7
1988/08/15,432.653,6.6795,527.2
1988/08/16,428.574,6.6795,527.5
1988/08/17,430.451,6.6996,533.7
1988/08/18,431.681,6.7487,537.7
1988/08/19,431.164,6.6085,522
1988/08/22,433.171,6.6394,521.7
1988/08/23,431.94,6.6686,526.5
1988/08/24,434.66,6.6486,521.7
1988/08/25,432.07,6.7196,518.7
1988/08/26,431.681,6.7087,507
1988/08/29,429.415,6.7688,511.7
1988/08/30,428.185,6.7087,496.7
1988/08/31,430.581,6.6486,494.5
1988/09/01,430.192,6.5192,496.2
1988/09/02,429.286,6.4882,492
1988/09/05,427.279,6.5593,492.7
1988/09/06,426.437,6.5793,495.5
1988/09/07,427.667,6.5192,506
1988/09/08,428.444,6.4882,508
1988/09/09,421.581,6.4882,505.7
1988/09/12,420.675,6.5483,510.5
1988/09/13,420.675,6.6194,508.5
1988/09/14,420.675,6.45,515
1988/09/15,417.049,6.419,512
1988/09/16,411.549,6.4791,508.5
1988/09/19,408.675,6.4882,515.5
1988/09/20,405.138,6.4299,521.5
1988/09/21,397.401,6.292,522
1988/09/22,398.617,6.356,527.2
1988/09/23,393.091,6.245,540
1988/09/26,394.472,6.165,543.7
1988/09/27,397.236,6.245,540.5
1988/09/28,397.788,6.173,543
1988/09/29,396.02,6.112,537.2
1988/09/30,394.03,6.154,529.5
1988/10/03,397.346,6.154,537
1988/10/04,397.788,6.173,541
1988/10/05,400.165,6.132,535.5
1988/10/06,403.37,6.223,544.7
1988/10/07,402.762,6.245,551.7
1988/10/10,408.068,6.264,556.7
1988/10/11,404.033,6.283,579.5
1988/10/12,407.625,6.305,591
1988/10/13,406.631,6.334,577.7
1988/10/14,408.786,6.193,584.7
1988/10/17,411.826,6.305,570
1988/10/18,411.826,6.275,576.7
1988/10/19,410.886,6.353,577
1988/10/20,412.047,6.404,587
1988/10/21,408.012,6.343,576.2
1988/10/24,405.636,6.334,580.5
1988/10/25,406.189,6.343,587
1988/10/26,408.178,6.223,581
1988/10/27,407.128,6.185,560.7
1988/10/28,412.157,6.214,562.7
1988/10/31,412.157,6.216,570.5
1988/11/01,411.052,6.195,571.7
1988/11/02,421.331,6.288,590.5
1988/11/03,421.055,6.296,589
1988/11/04,421.055,6.288,604
1988/11/07,422.105,6.475,616
1988/11/08,418.347,6.397,608
1988/11/09,421.829,6.425,610
1988/11/10,418.292,6.486,609.5
1988/11/11,420.834,6.387,604
1988/11/14,422.823,6.497,594
1988/11/15,422.823,6.345,587
1988/11/16,423.431,6.387,592
1988/11/17,422.216,6.407,594.5
1988/11/18,416.8,6.366,599
1988/11/21,415.307,6.276,585
1988/11/22,417.463,6.186,526
1988/11/23,419.065,6.055,526
1988/11/24,419.784,6.018,538
1988/11/25,424.095,6.075,543
1988/11/28,422.105,6.097,545
1988/11/29,421.331,6.126,546
1988/11/30,423.597,6.175,547
1988/12/01,422.934,6.045,534
1988/12/02,430.34,5.996,513
1988/12/05,428.184,6.134,522
1988/12/06,427.079,6.105,522
1988/12/07,422.216,6.186,524
1988/12/08,423.431,6.165,524
1988/12/09,422.326,6.175,516.5
1988/12/12,419.563,6.134,521.7
1988/12/13,419.286,6.075,533
1988/12/14,420.834,6.165,529
1988/12/15,412.655,6.157,530.2
1988/12/16,412.655,6.175,531.2
1988/12/19,413.926,6.175,522.7
1988/12/20,413.926,6.065,524
1988/12/21,414.81,6.075,526.7
1988/12/22,417.076,6.105,539.7
1988/12/23,417.905,6.095,536.7
1988/12/27,417.684,6.105,546.7
1988/12/28,412.82,6.105,541
1988/12/29,407.404,6.114,535.5
1988/12/30,409.394,5.985,542.5
1989/01/03,410.278,6.143,530.7
1989/01/04,408.068,6.045,517
1989/01/05,407.404,5.947,525.5
1989/01/06,405.304,6.036,528.2
1989/01/09,404.531,5.881,520.5
1989/01/10,403.37,5.895,521
1989/01/11,402.873,5.925,517.5
1989/01/12,404.144,5.967,528
1989/01/13,401.767,5.987,528
1989/01/16,401.27,5.897,541.5
1989/01/17,402.044,5.939,534.5
1989/01/18,401.546,5.917,525
1989/01/19,403.133,5.906,529.7
1989/01/20,407.662,5.887,527.7
1989/01/23,406.897,5.887,537.7
1989/01/24,404.897,5.896,538
1989/01/25,405.132,5.895,544.7
1989/01/26,402.015,5.948,542.7
1989/01/27,394.78,6.176,545
1989/01/30,394.192,6.176,537.7
1989/01/31,390.31,6.127,541.7
1989/02/01,391.839,6.157,541.7
1989/02/02,390.78,6.046,530.7
1989/02/03,391.133,5.888,528.2
1989/02/06,391.368,5.826,536.7
1989/02/07,389.839,5.784,534.7
1989/02/08,393.603,5.827,547
1989/02/09,392.898,5.817,544
1989/02/10,386.721,5.827,538
1989/02/13,384.78,5.898,543
1989/02/14,384.369,5.848,546
1989/02/15,383.369,5.908,547.5
1989/02/16,382.839,5.889,544.7
1989/02/17,379.898,5.799,536.5
1989/02/20,382.133,5.817,547.7
1989/02/21,385.427,5.817,551.2
1989/02/22,386.074,5.889,544
1989/02/23,390.368,5.876,546.5
1989/02/24,388.957,5.927,545.5
1989/02/27,385.898,5.927,536
1989/02/28,386.898,5.927,531
1989/03/01,383.545,5.937,522
1989/03/02,383.31,5.937,526
1989/03/03,386.133,5.908,529
1989/03/06,387.133,5.848,532.5
1989/03/07,392.662,5.807,529
1989/03/08,392.192,5.747,519
1989/03/09,394.074,5.757,525.5
1989/03/10,393.427,5.807,521.5
1989/03/13,393.251,5.807,519
1989/03/14,395.015,5.868,532
1989/03/15,390.721,5.848,534
1989/03/16,388.604,5.997,555
1989/03/17,392.368,6.058,553.5
1989/03/20,394.898,6.078,558
1989/03/21,393.133,6.167,545
1989/03/22,393.427,6.086,549
1989/03/23,391.486,6.048,553
1989/03/27,389.957,6.118,552.5
1989/03/28,381.957,6.108,549
1989/03/29,381.369,6.048,548
1989/03/30,380.251,6.048,551
1989/03/31,384.663,5.997,552
1989/04/03,385.486,5.937,535
1989/04/04,385.721,5.799,528
1989/04/05,383.427,5.757,533
1989/04/06,383.604,5.738,532
1989/04/07,382.663,5.779,534
1989/04/10,385.31,5.789,525
1989/04/11,384.604,5.807,534.5
1989/04/12,386.721,5.789,528
1989/04/13,389.31,5.789,534
1989/04/14,384.721,5.779,535
1989/04/17,384.957,5.817,538
1989/04/18,382.898,5.827,526
1989/04/19,382.427,5.858,521
1989/04/20,385.133,5.868,517
1989/04/21,383.957,5.807,499
1989/04/24,386.427,5.81,502
1989/04/25,384.604,5.757,495
1989/04/26,383.898,5.747,500
1989/04/27,381.957,5.779,487
1989/04/28,377.722,5.757,493
1989/05/01,377.722,5.817,505
1989/05/02,377.075,5.789,501.2
1989/05/03,377.722,5.758,505
1989/05/04,376.722,5.639,494
1989/05/05,376.957,5.597,496.5
1989/05/08,375.369,5.648,503
1989/05/09,377.898,5.619,500
1989/05/10,376.192,5.629,504
1989/05/11,379.31,5.619,504
1989/05/12,375.957,5.589,492.5
1989/05/15,374.075,5.599,487.5
1989/05/16,373.604,5.658,485
1989/05/17,371.663,5.609,487.5
1989/05/18,368.193,5.649,483
1989/05/19,364.369,5.528,493
1989/05/22,361.487,5.489,493
1989/05/23,361.781,5.499,500.5
1989/05/24,361.94,5.429,497.7
1989/05/25,365.748,5.399,506.2
1989/05/26,363.963,5.239,506.5
1989/05/29,362.694,5.11,514
1989/05/30,363.17,5.18,513.7
1989/05/31,361.226,5.1698,506.5
1989/06/01,362.099,5.2899,508.2
1989/06/02,367.176,5.2495,501.2
1989/06/05,365.351,5.2395,501.2
1989/06/06,377.171,5.2296,513.5
1989/06/07,374.355,5.1598,519.7
1989/06/08,372.729,5.1997,512
1989/06/09,356.983,5.2694,508
1989/06/12,360.751,5.2495,512
1989/06/13,362.059,5.4194,509.5
1989/06/14,361.663,5.4294,509.5
1989/06/15,366.264,5.44,508
1989/06/16,364.32,5.1499,508
1989/06/19,366.026,5.2096,500
1989/06/20,364.875,5.2296,492
1989/06/21,370.944,5.2296,494
1989/06/22,369.714,5.3099,495.5
1989/06/23,376.973,5.2899,494
1989/06/26,374.077,5.3099,497.5
1989/06/27,375.664,5.2296,497.5
1989/06/28,374.95,5.28,495
1989/06/29,369.952,5.28,494.5
1989/06/30,373.443,5.3198,494.5
1989/07/03,376.973,5.2999,499
1989/07/04,376.457,5.2999,495.7
1989/07/05,384.271,5.28,497
1989/07/06,384.469,5.1094,479
1989/07/07,381.574,5.1499,488
1989/07/10,382.724,5.2296,480.5
1989/07/11,379.471,5.2395,484
1989/07/12,377.052,5.3995,476.5
1989/07/13,375.069,5.3796,483
1989/07/14,370.071,5.2096,488
1989/07/17,370.27,5.2296,492.5
1989/07/18,372.054,5.2594,484
1989/07/19,367.969,5.1897,485
1989/07/20,370.706,5.1997,483.7
1989/07/21,371.698,5.2096,487
1989/07/24,372.451,5.2694,490.5
1989/07/25,372.768,5.2495,484.5
1989/07/26,374.157,5.1598,478
1989/07/27,372.53,5.1797,476
1989/07/28,366.303,5.1897,478
1989/07/31,370.071,5.2096,479
1989/08/01,369.992,5.2196,476
1989/08/02,369.357,5.2296,473
1989/08/03,373.086,5.2177,471
1989/08/04,367.335,5.1368,476.2
1989/08/07,366.065,5.2557,473.5
1989/08/08,365.827,5.2557,473.5
1989/08/09,365.748,5.1978,473.7
1989/08/10,365.748,5.2875,475.2
1989/08/11,363.289,5.158,475.5
1989/08/14,364.875,5.148,481
1989/08/15,368.643,5.148,469
1989/08/16,366.303,5.158,474
1989/08/17,365.827,5.1679,474.5
1989/08/18,365.827,5.1885,476
1989/08/21,366.383,5.1978,477
1989/08/22,366.383,5.247,481
1989/08/23,363.606,5.1779,483
1989/08/24,362.258,5.247,493.5
1989/08/25,359.005,5.2376,496
1989/08/28,358.767,5.2177,495
1989/08/29,362.099,5.2177,497
1989/08/30,360.037,5.1679,497
1989/08/31,358.291,5.1679,495.5
1989/09/01,359.005,5.1069,490.5
1989/09/04,358.926,5.0976,490.5
1989/09/05,358.133,5.0976,483.5
1989/09/06,360.513,5.0858,482.5
1989/09/07,359.402,5.0565,480.5
1989/09/08,358.291,5.0777,477
1989/09/11,357.974,5.0777,481
1989/09/12,358.291,5.0677,482
1989/09/13,358.45,5.1069,482
1989/09/14,359.164,5.1287,483.5
1989/09/15,362.337,5.0677,489
1989/09/18,360.195,5.0565,488
1989/09/19,359.719,5.0777,481
1989/09/20,363.368,5.0677,478
1989/09/21,363.924,5.0565,484
1989/09/22,364.162,5.0777,481
1989/09/25,368.207,5.0677,480
1989/09/26,366.794,5.0677,482
1989/09/27,365.729,5.1175,492
1989/09/28,366.384,5.1779,490
1989/09/29,366.138,5.2769,490
1989/10/02,366.302,5.2769,485
1989/10/03,365.565,5.2556,492
1989/10/04,365.811,5.2458,487.5
1989/10/05,362.697,5.2556,489.5
1989/10/06,363.025,5.2275,489
1989/10/09,362.288,5.2177,499.5
1989/10/10,360.649,5.2177,496
1989/10/11,361.632,5.2458,511.5
1989/10/12,362.779,5.1578,517.5
1989/10/13,362.779,5.1174,518
1989/10/16,366.548,5.0562,518.7
1989/10/17,366.466,5.0367,517.2
1989/10/18,367.859,5.077,524.7
1989/10/19,366.384,5.0856,529.7
1989/10/20,366.384,5.077,529.2
1989/10/23,365.811,5.0978,530
1989/10/24,369.006,5.0978,522.5
1989/10/25,368.186,5.1064,515
1989/10/26,371,5.077,512.2
1989/10/27,377.25,5.0856,517.7
1989/10/30,376.9,5.0856,507.2
1989/10/31,373.7,5.148,498
1989/11/01,372.95,5.1064,497.5
1989/11/02,378.5,5.19,497.7
1989/11/03,377.6,5.27,501.7
1989/11/06,380.6,5.24,507.5
1989/11/07,384.75,5.17,515
1989/11/08,388.75,5.14,509.5
1989/11/09,386.25,5.23,509
1989/11/10,385.7,5.23,514.3
1989/11/13,390.25,5.24,507.3
1989/11/14,392.3,5.27,510.7
1989/11/15,389.8,5.27,514.5
1989/11/16,391.7,5.28,512
1989/11/17,394.4,5.23,512.5
1989/11/20,398.2,5.29,511.5
1989/11/21,403.25,5.38,512
1989/11/22,409.75,5.49,501
1989/11/23,411.75,5.57,494
1989/11/24,418.8,5.67,473
1989/11/27,414,5.71,474.5
1989/11/28,412.75,5.82,481
1989/11/29,407.5,5.8,494
1989/11/30,411.5,5.81,490
1989/12/01,413.5,5.88,488.5
1989/12/04,400,5.69,496
1989/12/05,403.6,5.68,501
1989/12/06,405,5.54,508.5
1989/12/07,409.4,5.66,505.5
1989/12/08,412,5.67,496
1989/12/11,417,5.49,498
1989/12/12,417.3,5.55,504
1989/12/13,405,5.56,498
1989/12/14,408.4,5.62,496.3
1989/12/15,413.1,5.65,498
1989/12/18,412.4,5.7,508
1989/12/19,412.5,5.67,507
1989/12/20,413.3,5.51,518
1989/12/21,411.75,5.56,520
1989/12/22,413.9,5.61,514
1989/12/25,413,5.58,511
1989/12/26,406.8,5.54,512
1989/12/27,400.5,5.55,510
1989/12/28,399.5,5.55,511
1989/12/29,402.8,5.57,511
1990/01/02,399.2,5.57,512
1990/01/03,394.5,5.52,506
1990/01/04,398.8,5.25,509.5
1990/01/05,406.1,5.16,522.2
1990/01/08,401.85,5.21,520.2
1990/01/09,405.5,5.18,523
1990/01/10,411.2,5.17,525
1990/01/11,413.2,5.27,525
1990/01/12,415,5.32,530.5
1990/01/15,415.2,5.24,532.5
1990/01/16,409,5.26,527.5
1990/01/17,413.2,5.29,525
1990/01/18,410.65,5.31,517
1990/01/19,409.9,5.35,508
1990/01/22,408.4,5.26,509
1990/01/23,412.95,5.21,508
1990/01/24,417.4,5.26,507
1990/01/25,417.75,5.2,506
1990/01/26,420,5.21,511
1990/01/29,418.75,5.28,505.7
1990/01/30,418.6,5.3,506
1990/01/31,411.45,5.23,500
1990/02/01,417.65,5.23,504
1990/02/02,418.1,5.23,500.5
1990/02/05,422.7,5.22,500
1990/02/06,421.25,5.22,504
1990/02/07,417.6,5.19,504
1990/02/08,418.7,5.3,501.7
1990/02/09,415.75,5.31,496.2
1990/02/12,419.3,5.34,488
1990/02/13,417.8,5.31,490.2
1990/02/14,416.6,5.31,493.7
1990/02/15,413.3,5.32,479.7
1990/02/16,417.25,5.26,474.7
1990/02/19,416.4,5.29,473.2
1990/02/20,419.1,5.33,473.7
1990/02/21,417.3,5.33,474
1990/02/22,416.5,5.32,471
1990/02/23,414.9,5.33,478
1990/02/26,408.3,5.33,474.5
1990/02/27,408.4,5.33,479
1990/02/28,406.5,5.27,479
1990/03/01,406.7,5.28,477.5
1990/03/02,403.25,5.24,477
1990/03/05,404.3,5.15,480
1990/03/06,403.75,5.12,484
1990/03/07,401.3,5.12,483
1990/03/08,399.85,5.15,481
1990/03/09,399.8,5.13,481
1990/03/12,398.9,5.12,482.5
1990/03/13,398.7,5.12,484
1990/03/14,398,5.13,484.5
1990/03/15,398.25,5.12,488
1990/03/16,399.7,5.09,474
1990/03/19,401,5.05,475.7
1990/03/20,393,5.06,476
1990/03/21,391.4,5.08,471
1990/03/22,394,5.1,469.5
1990/03/23,388.9,5.11,479
1990/03/26,368.25,5.11,478.5
1990/03/27,367.5,5.06,482
1990/03/28,369.1,5.06,484
1990/03/29,371.3,5.09,479
1990/03/30,370.2,5.06,478
1990/04/02,370.3,4.99,482
1990/04/03,375,4.96,477
1990/04/04,377,4.95,481.5
1990/04/05,375.3,4.97,480.7
1990/04/06,380.5,4.96,482.5
1990/04/09,375.7,4.96,486.5
1990/04/10,375.5,5.01,490.2
1990/04/11,374.75,5.15,500
1990/04/12,375.7,5.15,500
1990/04/13,375.7,5.18,495
1990/04/16,374.6,5.12,502
1990/04/17,374.5,5.1,499
1990/04/18,376.2,5.13,497
1990/04/19,377.3,5.11,494.5
1990/04/20,376,5.11,488
1990/04/23,378.45,5.07,486
1990/04/24,375.6,5.1,481.5
1990/04/25,371.35,5.09,490.5
1990/04/26,370.6,5.09,487
1990/04/27,371.25,5.1,485
1990/04/30,368.65,5.1,487.25
1990/05/01,370.05,5.01,484.5
1990/05/02,369.7,4.95,486.25
1990/05/03,371.3,4.94,484
1990/05/04,371.1,4.94,476.75
1990/05/07,371.8,4.95,472
1990/05/08,370.25,5.03,478.5
1990/05/09,371.1,5,475
1990/05/10,370.7,5.02,479.5
1990/05/11,368.7,5.03,477.25
1990/05/14,368,5.04,478
1990/05/15,369.9,5.01,480
1990/05/16,369,5.04,477
1990/05/17,369.1,5.1,478
1990/05/18,373,5.06,481.5
1990/05/21,372.6,5.06,482
1990/05/22,374.5,5.02,486
1990/05/23,364.6,5.02,487.25
1990/05/24,366.5,5.03,489.5
1990/05/25,367.6,5.14,487.5
1990/05/28,367.25,5.13,484.5
1990/05/29,366.5,5.27,483.5
1990/05/30,364.5,5.22,480.25
1990/05/31,363.7,5.23,477.25
1990/06/01,358.75,5.22,467
1990/06/04,357.55,5.21,475
1990/06/05,359,5.14,475.5
1990/06/06,356.8,5.05,472.5
1990/06/07,353.8,5.08,472.5
1990/06/08,355,5.06,475.5
1990/06/11,355.1,5.05,474
1990/06/12,354.5,5.07,481.5
1990/06/13,353.3,5.05,479.5
1990/06/14,348.9,5.02,481
1990/06/15,345.3,5.02,475.5
1990/06/18,348.5,5.01,472
1990/06/19,348,5.02,474.25
1990/06/20,349.5,4.92,485
1990/06/21,349.8,4.79,487
1990/06/22,349.5,4.8,488.5
1990/06/25,353.1,4.83,483.5
1990/06/26,350.05,4.82,484
1990/06/27,350,4.84,479.5
1990/06/28,350.9,4.83,478.5
1990/06/29,356.8,4.83,481.75
1990/07/02,357.85,4.83,487.5
1990/07/03,361.25,4.83,500
1990/07/04,362.3,4.81,500
1990/07/05,360.5,4.82,497
1990/07/06,360.2,4.89,497.5
1990/07/09,357.6,4.94,503
1990/07/10,354.75,4.92,504.25
1990/07/11,353.1,4.94,501
1990/07/12,357.7,4.88,500
1990/07/13,364,4.88,504.75
1990/07/16,362.5,4.82,501.5
1990/07/17,361,4.82,501.5
1990/07/18,361.1,4.83,481
1990/07/19,360.4,4.89,487.5
1990/07/20,361,4.92,483.5
1990/07/23,368.4,4.85,484
1990/07/24,367.05,4.82,487.5
1990/07/25,371.2,4.88,482.75
1990/07/26,368.7,4.86,483.5
1990/07/27,367.25,4.86,486
1990/07/30,367.7,4.89,477.75
1990/07/31,370.5,4.82,469.5
1990/08/01,373,4.83,454
1990/08/02,377.2,4.84,456
1990/08/03,377.5,4.84,456.75
1990/08/06,384.5,4.81,457
1990/08/07,386,4.81,457.75
1990/08/08,382.7,4.84,460
1990/08/09,385.5,4.83,460.25
1990/08/10,396.5,4.85,451
1990/08/13,404,4.9,452
1990/08/14,404.3,4.9,457
1990/08/15,402.4,4.86,457.75
1990/08/16,410,4.87,452.5
1990/08/17,409.1,4.98,441
1990/08/20,409.5,5.14,431.25
1990/08/21,406.75,5.19,431
1990/08/22,413.25,5.07,444.5
1990/08/23,411.2,5.21,442
1990/08/24,411.7,5.19,443
1990/08/27,389.75,5.14,449
1990/08/28,382,5.1,444.5
1990/08/29,387,5.14,447.5
1990/08/30,389,5.13,434.5
1990/08/31,382.75,5.13,418
1990/09/03,386.6,4.91,415
1990/09/04,384.25,4.84,400.5
1990/09/05,388.5,4.84,400
1990/09/06,390,4.85,396.5
1990/09/07,389.8,4.79,399
1990/09/10,379.3,4.82,409
1990/09/11,380.6,4.75,417
1990/09/12,382.4,4.78,427.5
1990/09/13,383.5,4.8,427
1990/09/14,385.1,4.82,424.75
1990/09/17,390.5,4.78,415
1990/09/18,388.6,4.79,414.5
1990/09/19,385.6,4.82,432.5
1990/09/20,389.5,4.79,436.5
1990/09/21,389,4.81,433.5
1990/09/24,403.25,4.79,421.5
1990/09/25,401.15,4.81,422.5
1990/09/26,407,4.79,429
1990/09/27,405,4.8,424
1990/09/28,402.9,4.8,421
1990/10/01,388.3,4.93,415.5
1990/10/02,388.8,4.84,410.25
1990/10/03,394.25,4.82,419
1990/10/04,392.75,4.79,418.5
1990/10/05,394,4.77,417.25
1990/10/08,393.75,4.67,423.5
1990/10/09,390,4.7,418.75
1990/10/10,388.5,4.7,416
1990/10/11,390.9,4.69,415.5
1990/10/12,388,4.69,421
1990/10/15,375.5,4.68,431
1990/10/16,362.1,4.61,430
1990/10/17,366.3,4.44,425.25
1990/10/18,371,4.27,431.5
1990/10/19,372.7,4.32,431
1990/10/22,369.5,4.15,426.5
1990/10/23,370.7,4.17,431
1990/10/24,373.5,4.2,431
1990/10/25,376.2,4.24,430
1990/10/26,371,4.27,428.5
1990/10/29,374.05,4.22,417
1990/10/30,378.5,4.23,422
1990/10/31,379.95,4.24,422.75
1990/11/01,381.3,4.23,419.5
1990/11/02,376.25,4.06,417
1990/11/05,378.7,4.13,417.75
1990/11/06,385.1,4.22,416.75
1990/11/07,386.35,4.17,414.25
1990/11/08,387,4.24,418
1990/11/09,384.4,4.18,426
1990/11/12,381.4,4.21,416
1990/11/13,385,4.24,415
1990/11/14,377.2,4.28,415
1990/11/15,378.8,4.27,415
1990/11/16,378.9,4.23,409
1990/11/19,381.5,4.19,411.5
1990/11/20,377.5,4.21,414
1990/11/21,379.1,4.17,410.5
1990/11/22,380,4.12,416
1990/11/23,383.9,4.15,414.5
1990/11/26,386.2,4.14,415
1990/11/27,384.9,4.12,410.5
1990/11/28,384.7,4.12,413
1990/11/29,387.1,4.13,418.5
1990/11/30,382,4.14,421
1990/12/03,375.3,4.16,422
1990/12/04,375.8,4.11,420
1990/12/05,372.95,4.13,421.5
1990/12/06,371.1,4.11,411
1990/12/07,369.3,4.14,410
